Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units
CHEMBL2283362,O=C(CSc1nnc(-c2cc3ccccc3oc2=O)o1)Nc1ccc(I)cc1,MIC,'>',6.25,ug.mL-1
CHEMBL3467828,COCCN1CCN(Cc2nc(-c3ccoc3)no2)CC1,Percent Effect,'=',-15.8,%
CHEMBL2283358,O=C(CSc1nnc(-c2cc3ccccc3oc2=O)o1)Nc1ccccc1,MIC,'>',6.25,ug.mL-1
CHEMBL3461319,Cc1nc(C)n(CC2CCCN2CC(=O)Nc2ccncc2)n1,Percent Effect,'=',5.618,%
CHEMBL3494662,Cc1nc(C2CCCN2CC(=O)N(Cc2ccsc2)C2CC2)no1,Percent Effect,'=',11.76,%
CHEMBL2281848,CC1CC(C)(C)CC(O)(c2nnc(-c3ccncc3)[nH]2)C1,MIC,'=',0.65,ug.mL-1
CHEMBL2281836,Cc1nnc(C2(O)CC(C)CC(C)(C)C2)[nH]1,MIC,'=',4.5,ug.mL-1
CHEMBL2281835,Cc1nnc(C2(O)CCCCC2)[nH]1,MIC,'=',6.25,ug.mL-1
CHEMBL3502860,CCOCC1c2c(ncn2C(C)C)CCN1C(C)C.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,Percent Effect,'=',5.187,%
CHEMBL3441356,O=C(Cc1cccs1)N1CCc2nnc(COc3cncnc3)n2CC1,Percent Effect,'=',-7.381,%
CHEMBL3476904,c1cc(CN2CCC(c3nnc4n3CCCCC4)CC2)c2nonc2c1,Percent Effect,'=',-27.17,%
CHEMBL3467135,CC(C)CN(CC(O)c1ccc(F)cc1)C(=O)c1cc[nH]n1,Percent Effect,'=',8.111,%
CHEMBL3472200,CN1CCCCC1C(=O)N1CCN(c2ccccc2C#N)CC1,Percent Effect,'=',15.57,%
CHEMBL3489056,CCS(=O)(=O)c1ccccc1N1CCC(N)CC1,Percent Effect,'=',-7.916,%
CHEMBL3491896,COc1ccc(COCC(O)CNC(=O)c2cccc(OC)c2)cc1,Percent Effect,'=',-4.463,%
CHEMBL3490985,O=C(CCCc1ccccc1)N1CCCC(n2cncn2)C1,Percent Effect,'=',-2.186,%
CHEMBL3492487,Cc1ccc(OCCC(=O)N2CCOCC2c2ncon2)cc1C,Percent Effect,'=',-2.886,%
CHEMBL3497943,Cc1cc2c(=O)n3c(nc2s1)CCN(Cc1cnc(C)n1C)CC3.Cl,Percent Effect,'=',0.614,%
CHEMBL3449593,Cc1occc1-c1nc(NC2CCCC2)ncc1-c1ccccn1,Percent Effect,'=',24.5,%
CHEMBL3470882,COC[C@@H]1CCC[C@@]12CN(C(=O)N1CCCC1)CCO2,Percent Effect,'=',47.71,%
CHEMBL3504286,C[C@@H]1CN(Cc2ccccn2)C[C@]12CCN(Cc1cccnc1)C2=O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,Percent Effect,'=',-8.832,%
CHEMBL3499757,Cc1ccc(C(=O)N2CCc3ccc(=O)n(CCN(C)C)c3CC2)o1.O=C(O)C(F)(F)F,Percent Effect,'=',-16.57,%
CHEMBL3440170,Cc1cccc(C(=O)N2CCCSCC2CN2CCCC2)c1,Percent Effect,'=',-21.83,%
CHEMBL3450618,CC1(C(=O)NCc2ccsc2)CCOCC1,Percent Effect,'=',-27.61,%
CHEMBL3438742,COc1ccc2cnn(CC(=O)NCC3CCCO3)c(=O)c2c1OC,Percent Effect,'=',-2.735,%
CHEMBL3437802,O=C(c1cccs1)N1CCN(Cc2cc(=O)c3ccccc3[nH]2)CC1,Percent Effect,'=',13.72,%
CHEMBL3452637,COc1ccc(OCCN(C)CCCn2cnc3c(N)ncnc32)cc1,Percent Effect,'=',-35.78,%
CHEMBL3473054,COc1cc(Cl)cc(CN2CCCC(N3CCOCC3)C2)c1OC,Percent Effect,'=',2.91,%
CHEMBL3453983,O=C(CCc1ccccc1)NCC(O)c1c(F)cccc1F,Percent Effect,'=',-12.91,%
CHEMBL3480018,CCc1ccc(CN(C)C(=O)c2ccc(CSc3nnc[nH]3)o2)nc1,Percent Effect,'=',7.129,%
CHEMBL3481917,Cc1cc(CN2CCCC2)cc(Oc2ccc3c(c2)CC(CN)O3)c1,Percent Effect,'=',9.688,%
CHEMBL3474910,Cc1nc[nH]c1C(=O)N1CCC2(CN(C)C(=O)O2)C1,Percent Effect,'=',-14.76,%
CHEMBL3463516,CN(Cc1ccccc1)C(=O)CN1CCCC1c1cnn(C)c1,Percent Effect,'=',10.92,%
CHEMBL3453337,CC(NC(N)=O)C(=O)NCc1cc(Br)ccc1F,Percent Effect,'=',-5.666,%
CHEMBL3455506,CCC(C)(O)CNC(=O)Nc1ccc(C)cc1Br,Percent Effect,'=',11.25,%
CHEMBL3472763,Cc1cc(CN2CCC(C3CCN(CCc4ccccc4)C3)CC2)[nH]n1,Percent Effect,'=',-107.23,%
CHEMBL3454453,CC(C)OC(=O)CC(NC(=O)CCn1cccn1)c1ccccc1,Percent Effect,'=',-7.099,%
CHEMBL3500167,O=C(O)C(F)(F)F.O=C([C@H]1COC[C@H]2CN(C3CCOCC3)C[C@H]21)N1CCCO1,Percent Effect,'=',-2.976,%
CHEMBL3437096,CC(C)(C)C(=O)N1C[C@@H](F)[C@@H](OCc2nc3ccccc3o2)C1,Percent Effect,'=',-9.893,%
CHEMBL3264867,CCc1c(F)c(=O)oc2c1c1c(c3oc([N+](=O)[O-])cc32)C=CC(C)(C)O1,MIC90,'=',0.6,ug.mL-1
CHEMBL3504343,O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.c1ccc(CN2CCOC3(CCN(c4ncccn4)CC3)C2)nc1,Percent Effect,'=',-26.32,%
CHEMBL3499190,Cn1ccnc1CN1CCC2(CCCN2c2ncccn2)CC1.O=C(O)C(F)(F)F,Percent Effect,'=',-9.175,%
CHEMBL3468562,Cc1cc(Cl)c2c(c1)C1(NC(=O)c3cccnc3N1)C(=O)N2,Percent Effect,'=',10.61,%
CHEMBL3468380,N#Cc1cc(F)c(NCCc2ccc(S(N)(=O)=O)cc2)c(F)c1,Percent Effect,'=',-1.731,%
CHEMBL3452342,O=C(NCC(O)c1cccc(F)c1)c1sccc1OC(F)F,Percent Effect,'=',-25.88,%
CHEMBL3459220,O=C(NCCN1CCOCC1)c1cnc(Cc2ccc(F)cc2)s1,Percent Effect,'=',-26.16,%
CHEMBL3469750,Cc1cccc(N2CCN(C(=O)CN3CCN(CCO)CC3)CC2)c1,Percent Effect,'=',-23.73,%
CHEMBL3455705,COc1ccc(C)nc1NC(=O)CCc1c(C)nn(C)c1C,Percent Effect,'=',-33.82,%
CHEMBL3455311,CC(O)(CNc1ccc(Cl)c(C#N)n1)c1ccccc1,Percent Effect,'=',21.26,%
CHEMBL3491235,CCc1nc(CN2CCCN(C(=O)CCOC(C)C)CC2)cs1,Percent Effect,'=',-5.025,%
CHEMBL3447482,CC(=O)N1CCC(c2cccc(NC3CCOCC3)n2)CC1,Percent Effect,'=',7.025,%
CHEMBL3448991,Cc1ccc(Nc2nccc(C3CCN(CC(N)=O)C3)n2)nc1,Percent Effect,'=',-3.947,%
CHEMBL3499702,Cc1ccc2c(n1)N(CCn1cccn1)CCN(S(C)(=O)=O)C2.O=C(O)C(F)(F)F,Percent Effect,'=',-25.1,%
CHEMBL3452660,CNC(=O)CN1CCC(CN(C)Cc2ccccc2N(C)C)CC1,Percent Effect,'=',-30.25,%
CHEMBL3478047,O=C(CCc1ccco1)N1CCc2[nH]nc(COc3ccccc3)c2C1,Percent Effect,'=',5.6,%
CHEMBL3438757,COC(=O)c1ccc(C2CC(=O)Nc3c2cnn3C)cc1,Percent Effect,'=',-19.3,%
CHEMBL3439544,COc1cccc(NC(=O)Nc2ccc3c(c2)CC(=O)N3)c1,Percent Effect,'=',-4.982,%
CHEMBL3479380,COc1ccc2c(c1)OCC(CNC(=O)c1cnc(NC(C)C)nc1)C2,Percent Effect,'=',-5.617,%
CHEMBL374478,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,Inhibition,,,%
CHEMBL2299175,O=C1C(=O)N(CCCSC(=S)N2CCN(c3ccc(Cl)c(Cl)c3)CC2)c2ccc(Br)cc21,Inhibition,'=',94,%
CHEMBL2299170,O=C1C(=O)N(CCSC(=S)N2CCN(c3ccc(Cl)c(Cl)c3)CC2)c2ccc(Br)cc21,Inhibition,'=',99,%
CHEMBL64,NNC(=O)c1ccncc1,MIC,,,
CHEMBL2299178,O=C1C(=O)N(CCSC(=S)N2CCN(c3ccc(Cl)c(Cl)c3)CC2)c2ccccc21,MIC,'=',250,ug.mL-1
CHEMBL3465841,CCn1c(C)nnc1Sc1nn2cc(C)nc2s1,Percent Effect,'=',-3.072,%
CHEMBL614,NC(=O)c1cnccn1,Inhibition,'=',99,%
CHEMBL3440161,O=C(CN1C(=O)c2ccccc2C1=O)N1CCOC2(CCOCC2)C1,Percent Effect,'=',1.215,%
CHEMBL2299177,S=C(SSC(=S)N1CCN(c2ccc(Cl)c(Cl)c2)CC1)N1CCN(c2ccc(Cl)c(Cl)c2)CC1,Inhibition,'=',99,%
CHEMBL3497310,Cl.O=C1NCCCCC1NCc1csc(-c2ccc(F)cc2)n1,Percent Effect,'=',6.726,%
CHEMBL2299175,O=C1C(=O)N(CCCSC(=S)N2CCN(c3ccc(Cl)c(Cl)c3)CC2)c2ccc(Br)cc21,Inhibition,'=',99,%
CHEMBL3485452,CNc1nc(CN2C[C@@H](NC(C)=O)[C@H](c3ccc(C)o3)C2)cs1,Percent Effect,'=',-0.4,%
CHEMBL2299172,O=C1C(=O)N(CCCSC(=S)N2CCN(c3ccc(Cl)c(Cl)c3)CC2)c2ccccc21,Inhibition,'=',96,%
CHEMBL3468189,Cc1csc(N2CCN(Cc3ccn(C)c(=O)c3)CC2)n1,Percent Effect,'=',-12.43,%
CHEMBL3451304,CN(Cc1ccccc1)C(=O)c1cc2c(c(S(N)(=O)=O)c1)CCC2,Percent Effect,'=',-6.627,%
CHEMBL2098226,CCOC(=O)c1c(-c2ccccc2)oc2ccc(O)c(CN3CCCCC3)c12,MIC=<90,'=',2,ug ml-1
CHEMBL4750378,CCOC(=O)c1c(-c2ccccc2)[nH]c2ccc(O)c(CN3CCCCC3)c12,MIC=<90,'>',32,ug ml-1
CHEMBL4443524,CNC(=O)c1c(-c2ccc(O)cc2)oc2ccc(O)c(CN3CCCCC3)c12,MIC=<90,'=',0.0313,ug ml-1
CHEMBL4777906,CCOC(=O)c1c(-c2ccccc2)sc2ccc(O)c(CN3CCCCC3)c12,MIC=<90,'=',16,ug ml-1
CHEMBL3238358,CCOC(=O)C1CCc2ncc3c(c2C1)C(=O)C1=C(C3=O)C2CCC1C2,Growth_index,'=',1970,
CHEMBL5315124,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.O,MIC=<90,'=',0.125,ug ml-1
CHEMBL4764459,O=c1[nH]c2cc(O)ccc2c2oc3ccc(O)c(CN4CCCCC4)c3c12,MIC=<90,'=',0.0625,ug ml-1
CHEMBL374478,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,MIC=<90,'=',128,ug ml-1
CHEMBL3479971,O=C(O)c1cc(-c2ccoc2)cc(S(=O)(=O)NC2CC2)c1,Percent Effect,'=',9.834,%
CHEMBL3481721,Cc1cc(CN(C)C(=O)C(c2ccccc2C)N(C)C)on1,Percent Effect,'=',-7.895,%
CHEMBL3454602,COc1ncccc1N(C)C(=O)Cn1cc(-c2ccccc2)nn1,Percent Effect,'=',3.895,%
CHEMBL3445705,Cc1nn(C)c(C)c1CNC(=O)CCn1ncc2c(Cl)cccc21,Percent Effect,'=',-6.046,%
CHEMBL3445816,CCOc1cc(C(=O)N2CCN(C)CC2)cc2occc12,Percent Effect,'=',-1.186,%
CHEMBL3443627,CC(O)CNC(=O)CCc1nc2ncccc2[nH]1,Percent Effect,'=',12.68,%
CHEMBL3464478,N#Cc1ccc(N2CCN(c3cnccn3)CC2)cc1C(F)(F)F,Percent Effect,'=',-18.28,%
CHEMBL3436858,O=C(C1CC1)N1C[C@@H](F)[C@@H](OCc2nc3cc(F)ccc3[nH]2)C1,Percent Effect,'=',-22.16,%
CHEMBL3441541,CC(C)NC(=O)c1nc2c(s1)CCCN2C(C)C,Percent Effect,'=',-6.098,%
CHEMBL3472885,Cn1nccc1C(=O)N1CCN(C(=O)C2CCC2)[C@@H]2CS(=O)(=O)C[C@@H]21,Percent Effect,'=',-19.04,%
CHEMBL3473116,Cc1nccn1-c1ccc(NC(=O)C2CCCN2Cc2ccoc2)cc1,Percent Effect,'=',-25.32,%
CHEMBL3439923,O=C1CN(C(=O)c2nnn(-c3ccc(C(F)(F)F)cc3)n2)CCN1,Percent Effect,'=',-12.83,%
CHEMBL3439509,CC(=O)c1cccc(NC(=O)Cn2cnc(-c3ccccc3)cc2=O)c1,Percent Effect,'=',18.14,%
CHEMBL3502244,O=C(C1CCOCC1)N1C[C@H]2CCC[C@@]2(COc2ccccn2)C1.O=C(O)C(F)(F)F,Percent Effect,'=',-21.84,%
CHEMBL3485093,Cc1ccc(CN2CCN(Cc3ccncc3)[C@@H]3CS(=O)(=O)C[C@@H]32)cc1,Percent Effect,'=',9.342,%
CHEMBL3444865,Cc1nc([C@@H]2C[C@@H]3CCN(C(=O)c4ccnnc4)C[C@H]3O2)sc1C,Percent Effect,'=',2.971,%
CHEMBL3469624,CC(O)CN1CCN(Cc2csc(-c3ncccn3)n2)CC1,Percent Effect,'=',7.996,%
CHEMBL3469680,CCCOCC(=O)NC1CCc2nc(C)cn2C1,Percent Effect,'=',14.37,%
CHEMBL3452043,Brc1cnc(NCCCOCC2CCOC2)nc1,Percent Effect,'=',26.32,%
CHEMBL3486379,CCn1nc(C(C)C)cc1C(=O)NCCCOC,Percent Effect,'=',4.35,%
CHEMBL3486461,COCCCn1c(CN2CCCC(O)C2)cnc1S(=O)(=O)C1CCCC1,Percent Effect,'=',-38.6,%
CHEMBL3455202,CCN(CC)C(=O)N1CCN(CCc2ccncc2)CC1,Percent Effect,'=',-12.95,%
CHEMBL3499656,CCCS(=O)(=O)N1Cc2ccnn2CC(c2nc(C)no2)C1.O=C(O)C(F)(F)F,Percent Effect,'=',4.88,%
CHEMBL3494357,Cn1ccnc1CN1CCCN(C(=O)c2ccc(Cl)o2)CC1,Percent Effect,'=',-32.08,%
CHEMBL3469647,CCOCCCC(=O)NCc1cn2cc(Br)ccc2n1,Percent Effect,'=',8.376,%
CHEMBL3469886,Cc1cc(C)n(CCCNC(=O)C(C)NC(=O)c2ccccc2Cl)n1,Percent Effect,'=',14.59,%
CHEMBL3238159,C[C@H]1[C@@H](OCCNC2CCN(c3c(F)cc4c(=O)c(C(=O)O)cn(C5CC5)c4c3Cl)C2)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,MIC,'=',185,nM
CHEMBL3238159,C[C@H]1[C@@H](OCCNC2CCN(c3c(F)cc4c(=O)c(C(=O)O)cn(C5CC5)c4c3Cl)C2)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,MIC,'=',2,ug.mL-1
CHEMBL2282548,N#Cc1c(-c2ccc(O)cc2O)cc(-c2ccc(Nc3cc(=O)oc4ccccc34)cc2)nc1N,MIC,'=',100,ug.mL-1
CHEMBL2282543,N#Cc1c(-c2ccc([N+](=O)[O-])cc2)cc(-c2ccc(Nc3cc(=O)oc4ccccc34)cc2)nc1N,MIC,'=',250,ug.mL-1
CHEMBL2282536,COc1ccc(-c2cc(-c3ccc(Nc4cc(=O)oc5ccccc45)cc3)nc(N)n2)cc1OC,MIC,'=',50,ug.mL-1
CHEMBL2282535,COc1ccc(-c2cc(-c3ccc(Nc4cc(=O)oc5ccccc45)cc3)nc(N)n2)cc1,MIC,'=',62.5,ug.mL-1
CHEMBL2282492,CC(=O)N1N=C(c2ccc(Nc3cc(=O)oc4ccccc34)cc2)CC1c1ccccc1Br,MIC,'=',200,ug.mL-1
CHEMBL37858,O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O,MIC,'=',8,ug.mL-1
CHEMBL3446413,Cc1ncsc1C(=O)N1CCc2nnc(C3CCCCN3C)n2CC1,Percent Effect,'=',0.395,%
CHEMBL3446536,c1cc(NC2CC3(CCN(Cc4cscn4)C3)C2)ncn1,Percent Effect,'=',-5.363,%
CHEMBL3482566,COCCC(=O)N1CCCC(CCc2ccc(F)c(F)c2)C1,Percent Effect,'=',2.374,%
CHEMBL3484158,Cn1ccnc1C1CCCN(C(=O)c2cc(F)cc(F)c2)C1,Percent Effect,'=',-9.25,%
CHEMBL3450656,CC(C)NC(=O)C1CCc2nnc(CNC(=O)c3ccc(Cl)cc3Cl)n21,Percent Effect,'=',-19.84,%
CHEMBL3477840,COc1ccc(CC2CN(C(=O)c3ocnc3C)CCO2)cc1,Percent Effect,'=',-47.56,%
CHEMBL3452273,Cn1nc(C(=O)NC2(c3ccc(Cl)cc3)CCCC2)ccc1=O,Percent Effect,'=',-0.9747,%
CHEMBL3458154,CCOc1cc(CNCC2CN(C3CC3)CCO2)ccc1OC,Percent Effect,'=',-10.99,%
CHEMBL3479279,COC(=O)c1ccc(-c2noc(CN(CCO)Cc3cccs3)n2)cc1,Percent Effect,'=',-9.421,%
CHEMBL3454042,CC(C)S(=O)(=O)C(C)C(=O)NCc1ccccc1COc1ccccc1,Percent Effect,'=',-18.11,%
CHEMBL3475743,CCN(CC)CCC(=O)NCc1cc2n(n1)CCN(C(=O)N(C)C)C2,Percent Effect,'=',-19.37,%
CHEMBL3453578,CC(C(=O)N1CCCC1)N1CCN(c2ncc(Cl)cn2)CC1,Percent Effect,'=',-28.92,%
CHEMBL3483524,CC(C)c1ccn(C2(C(=O)O)CCN(c3ccncc3F)CC2)n1,Percent Effect,'=',-14.57,%
CHEMBL3442428,O=C1NC(c2ccccc2)=N[C@@]12CC[C@@H]1CN(Cc3ccncc3)C[C@@H]12,Percent Effect,'=',-48.52,%
CHEMBL3467068,Cc1ccc(NC(=O)N2CCCC(O)C2)c(Br)c1,Percent Effect,'=',-24.18,%
CHEMBL3443013,CS(=O)(=O)NC[C@]12COC[C@H]1CN(C(=O)c1cnccn1)C2,Percent Effect,'=',-12.75,%
CHEMBL3460232,Cc1nn(CC(O)CN2CCc3ccccc3C2)c(=O)c2ccccc12,Percent Effect,'=',-14.17,%
CHEMBL3467516,O=C(c1ccc2c(c1)[nH]c(=O)n2C1CCCC1)N1CCCSCC1,Percent Effect,'=',29.79,%
CHEMBL3473132,COCCN(Cc1ccc(C)cc1)Cc1nccn1C,Percent Effect,'=',-5.321,%
CHEMBL3474482,COC(=O)CNC(=O)N1CCC2(CC1)CC(c1ccccc1)CN(C)C2,Percent Effect,'=',-5.514,%
CHEMBL3493174,CCc1n[nH]c(C2CN(C(=O)c3ccc(NC4CC4)nc3)CCO2)n1,Percent Effect,'=',-3.369,%
CHEMBL3502727,CC(C)NC(=O)c1ccc2nnc(C3CN(C)CCN3C)n2c1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,Percent Effect,'=',-14.07,%
CHEMBL3458855,CC(=O)c1cccc(NC(=O)CN2CCCCC2C)c1,Percent Effect,'=',-13.78,%
CHEMBL3467859,CC(C)(C)C(O)CN1CCN(CC(=O)NCC(F)(F)F)CC1,Percent Effect,'=',-21.57,%
CHEMBL3440174,O=C(c1ccc2[nH]ccc2c1)N1CCCSCC1CN1CCCC1,Percent Effect,'=',-2.822,%
CHEMBL3466251,N#Cc1cccc(OCCN2CCNC(=O)C2c2cccs2)c1,Percent Effect,'=',-20.57,%
CHEMBL2281597,Brc1ccccc1-c1nnc(-c2ccc(-n3cccc3)cc2)o1,MIC,'=',8,ug.mL-1
CHEMBL2281596,c1ccc(-c2nnc(-c3ccc(-n4cccc4)cc3)o2)cc1,MIC,'=',8,ug.mL-1
CHEMBL2281595,O=C(NNC(=O)c1ccc(F)c(C(F)(F)F)c1)c1ccc(-n2cccc2)cc1,MIC,'=',8,ug.mL-1
CHEMBL2281711,O=C(NNC(=O)c1ccccc1[N+](=O)[O-])c1ccc(-n2cccc2)cc1,MIC,'=',8,ug.mL-1
CHEMBL3098353,O=C1CC(N2CCc3ccccc3C2)C(=O)N1c1ccccc1,MIC,'=',8200,nM
CHEMBL3491679,Cc1cc(C)n(CC2CN(CCOc3ccccc3F)CCO2)n1,Percent Effect,'=',12.99,%
CHEMBL3491617,c1cncc(-c2noc(CN3CCCCC3Cn3cccn3)n2)c1,Percent Effect,'=',10.25,%
CHEMBL3491449,CCc1ncc2c(n1)CN(CC(=O)Nc1nncs1)CC2,Percent Effect,'=',3.685,%
CHEMBL3491653,Cc1nc(C)n(CC2CN(CCCOc3ccc(F)cc3)CCO2)n1,Percent Effect,'=',-7.77,%
CHEMBL3491771,Cc1cnn(CC2CCCN2Cc2noc(C(C)C)n2)c1,Percent Effect,'=',11.62,%
CHEMBL3491025,O=C(c1ccc(-n2cnnn2)cc1)N1CCCC(n2ccnc2)C1,Percent Effect,'=',-1.997,%
CHEMBL3491041,Cc1cccc(NC2CCN(C(=O)Nc3cn[nH]c3)CC2)n1,Percent Effect,'=',5.834,%
CHEMBL3446513,O=C(NCCCO)C1(CC2CC(c3ccc(F)cc3)=NO2)CCOCC1,Percent Effect,'=',26.34,%
CHEMBL3446610,CC(C)C(=O)N1CCCC(Cc2ncccn2)C1,Percent Effect,'=',13.61,%
CHEMBL3446444,Cc1cc(C)nc(Nc2nccnc2C2CCCN(CCO)C2)n1,Percent Effect,'=',54.85,%
CHEMBL2298087,Cn1cc(CCC(=O)NCCCc2c[nH]c3ccc(Cl)cc23)c2cc(Cl)ccc21,MIC,'=',2.5,ug.mL-1
CHEMBL3446595,Cc1nc(CC(=O)N2CCC(c3ccn4nccc4n3)CC2)cs1,Percent Effect,'=',44.11,%
CHEMBL3446560,CC(=O)N1CCCC(c2ccc(CO)c(-c3c(C)noc3C)n2)C1,Percent Effect,'=',-41.27,%
CHEMBL3504856,Br.Cc1ncc(C(=O)N2CCOC(C(=O)N3CCCCCC3)C2)c(C)n1,Percent Effect,'=',25.5,%
CHEMBL3446933,Cc1cc(C(F)F)nn1CC(=O)NCc1nccn1C,Percent Effect,'=',39.39,%
CHEMBL3446941,O=C(NCCc1cc(N2CCOCC2)nc(NC2CC2)n1)C1CC1,Percent Effect,'=',33.35,%
CHEMBL3446771,O=C(c1cc(C2CC2)on1)N1C[C@H]2CC[C@](O)(c3ccc(F)cc3)[C@H]2C1,Percent Effect,'=',6.085,%
CHEMBL3446655,c1ccc(CCN2CCCC2c2cccc(Nc3nccs3)n2)cc1,Percent Effect,'=',20.07,%
CHEMBL3447148,COc1cc(C(=O)NCC2(N(C)C)CCN(C)CC2)c2ccccc2n1,Percent Effect,'=',19.11,%
CHEMBL3447016,Cc1ncc(C(=O)N2CCC(C(=O)NC3CCCC3)C2)c(C)n1,Percent Effect,'=',13.82,%
CHEMBL3492051,Cc1ccc(C(=O)N2CCC(c3n[nH]c(C4CC4)n3)CC2)cc1F,Percent Effect,'=',11.44,%
CHEMBL3491989,Cc1ccc(-c2nc(CN3CCCC(C(=O)N(C)C)C3)cs2)o1,Percent Effect,'=',-31.14,%
CHEMBL3491997,Cc1ccc(C)c(C(=O)N2CCN(C(=O)Cc3ccccn3)CC2)c1,Percent Effect,'=',-27.91,%
CHEMBL3492022,Cc1ccc(-c2nc(CN3CCN(CC(=O)N(C)C)CC3)cs2)o1,Percent Effect,'=',-25.08,%
CHEMBL3491752,CCn1cnnc1CNC(=O)N1CCC(CN2CCOCC2)CC1,Percent Effect,'=',-19.85,%
CHEMBL3491952,Cc1ccc(NC2CCN(C(=O)c3ccc(Cl)cc3F)CC2)nn1,Percent Effect,'=',-15.21,%
CHEMBL3492091,CCOc1c(Cl)cc(/C=C/c2ncc(C(=O)O)s2)cc1OC,Percent Effect,'=',33.38,%
CHEMBL3492214,Cc1cc(C)n(C2CCCN(C(=O)CCNc3ncccn3)C2)n1,Percent Effect,'=',19.01,%
CHEMBL3492167,CC(C(=O)N1CCOCC1)n1cncn1,Percent Effect,'=',-72.07,%
CHEMBL3492134,CCn1cc(NC(=O)C2CCN(Cc3noc(C4CC4)n3)CC2)cn1,Percent Effect,'=',-19.75,%
CHEMBL3487656,CC(C)c1nn(C)c(N(C)C)c1CNC(C)c1ccccc1F,Percent Effect,'=',7.74,%
CHEMBL3487704,CNC(=O)CCNC(=O)CCc1c(C)nc2cc(O)nn2c1C,Percent Effect,'=',-18.02,%
CHEMBL3487706,CCOc1ccc(Cl)c(C(=O)N2CCN(c3ccncc3)CC2)n1,Percent Effect,'=',3.93,%
CHEMBL3487707,CC(C)Cc1cc(NC(=O)c2cc(Cl)c[nH]2)n(C)n1,Percent Effect,'=',26.26,%
CHEMBL3487407,CCc1nc(C2CCCN2CC(=O)Nc2cc(C)no2)no1,Percent Effect,'=',-4.496,%
CHEMBL3487524,O=C(Cc1cccc(F)c1)NCCCNC(=O)c1cccc(O)c1,Percent Effect,'=',-64.06,%
CHEMBL3487482,Cc1nc(CN2CCN(c3ccc4nncn4n3)C(C)C2)oc1C,Percent Effect,'=',-30.38,%
CHEMBL3487639,CCc1nccn1C1CCCN(C(=O)c2ccc(OC)c(OC)c2)C1,Percent Effect,'=',-24.32,%
CHEMBL3488100,N#Cc1cccc(C(=O)N2CCN(c3ncccn3)CC2)c1,Percent Effect,'=',-43.67,%
CHEMBL3488072,COc1cc(CCC(=O)NC(C)C(=O)O)ccc1OCC(F)(F)F,Percent Effect,'=',-63.03,%
CHEMBL3488066,Cc1cnn(C2CN(CC(=O)NCCOc3ccccc3)C2)c1,Percent Effect,'=',13.91,%
CHEMBL3488305,Cc1nc(C)n(CC2CN(Cc3ccccc3C#N)CCO2)n1,Percent Effect,'=',-18.72,%
CHEMBL3488004,CC(C(=O)NCCN1CCN(C)CC1)n1cncn1,Percent Effect,'=',-16.37,%
CHEMBL3488036,Cc1cc(CN2CCN(C(=O)NCc3c(C)noc3C)CC2)on1,Percent Effect,'=',-9.248,%
CHEMBL3489075,Cc1cnn(CC2CN(Cc3nc(C)c(C)o3)CCO2)c1,Percent Effect,'=',-3.273,%
CHEMBL3488528,CN(C)S(=O)(=O)c1ccc(CN2CCCC2c2ccsc2)o1,Percent Effect,'=',32.46,%
CHEMBL3490967,Cc1cc(C2CCCN(CCCS(C)(=O)=O)C2)n[nH]1,Percent Effect,'=',-30.38,%
CHEMBL3489162,CCc1nnc2n1CCN(Cc1csc(Cc3ccccc3)n1)C2,Percent Effect,'=',-19.96,%
CHEMBL3489355,COc1cccc(CN2CCCC(Cn3nc(C)nc3C)C2)c1,Percent Effect,'=',16.57,%
CHEMBL3489312,CN(Cc1nnc(C2CC2)n1C)C1CCN(Cc2ccncc2)C1,Percent Effect,'=',-21.05,%
CHEMBL3441664,CCOC1CC2(CCN(Cc3cnn(C)c3)CC2)c2ccc(C)cc21,Percent Effect,'=',-4.192,%
