Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units
CHEMBL3461436,COc1ccc(CCN2CCOC(Cn3nc(C)nc3C)C2)cc1,Percent Effect,'=',-30.16,%
CHEMBL3454862,Cc1cc(C)n(C2CCCN(C(=O)c3ccnc(N(C)C)c3)C2)n1,Percent Effect,'=',-16.18,%
CHEMBL3472314,Cc1nn2c(N3CCC(C#N)CC3)cc(-c3ccccc3)nc2c1C,Percent Effect,'=',-15.19,%
CHEMBL3485661,COc1cccc2c1OCC(C(=O)NCc1c(C)noc1C)C2,Percent Effect,'=',-0.9859,%
CHEMBL3460578,Cc1cc(=O)n2ncnc2n1CC(O)c1ccccc1,Percent Effect,'=',3.846,%
CHEMBL3459010,CC(C)CS(=O)(=O)CC(=O)N1CCCC1c1noc(C2CC2)n1,Percent Effect,'=',-14.8,%
CHEMBL3463965,COc1ccc(C(=O)NCCCNc2ncccn2)c(OC)c1,Percent Effect,'=',-21.52,%
CHEMBL3458939,FC(F)(F)C1CCCn2c(CNCc3cccs3)nnc21,Percent Effect,'=',0.9097,%
CHEMBL3481725,Cc1nn(C)cc1-c1ccnc(N(C)Cc2ccon2)n1,Percent Effect,'=',3.557,%
CHEMBL3459004,CC(C)Sc1nnnn1C1CCCC1,Percent Effect,'=',-4.097,%
CHEMBL3462546,Cc1nn(C)c(C)c1OCC(=O)N1CCC(O)(C(F)(F)F)CC1,Percent Effect,'=',13.95,%
CHEMBL3462554,Cc1ccc(C(C)(O)CNC(=O)c2sccc2OC(F)F)o1,Percent Effect,'=',24.64,%
CHEMBL44884,CC[C@@H](CO)NCCN[C@@H](CC)CO,MIC,'>',30500,nM
CHEMBL4640053,COC(=O)[C@H](COC(=O)/C=C/c1ccccc1)NC(=O)/C=C/c1ccccc1,MIC,'>',263500,nM
CHEMBL3452700,Cc1cnn(CC2CN(CC(=O)Nc3c(C)nn(C)c3C)CCO2)c1,Percent Effect,'=',16.97,%
CHEMBL3485963,O=C1CC2(CCN(CCCF)CC2)CN1Cc1cc(F)cc(F)c1,Percent Effect,'=',4.222,%
CHEMBL3460982,CN(CCc1ccccn1)C1CCCN(Cc2noc(C3CC3)n2)C1,Percent Effect,'=',28.73,%
CHEMBL3474496,O=C1CC2(CCN(CCCO)CC2)CN1Cc1ccc(F)c(F)c1,Percent Effect,'=',10.08,%
CHEMBL3458103,Cc1nn(CC(C)C)c(C)c1CC(=O)N1CCCC(NS(C)(=O)=O)C1,Percent Effect,'=',18.05,%
CHEMBL3458167,Cn1cnnc1C1CCN(C(=O)CCCOCc2ccccc2)CC1,Percent Effect,'=',-11.65,%
CHEMBL3477965,CCc1ccccc1CN1CCC(N2CCCC2=O)CC1,Percent Effect,'=',-6.75,%
CHEMBL3438430,CC[C@@H](C)[C@H](NC(=O)CCn1cc(C(C)=O)c2ccccc21)C(=O)O,Percent Effect,'=',8.848,%
CHEMBL3474476,Cc1nn(C)c2nc(NCCCN3CCCC(C(N)=O)C3)sc12,Percent Effect,'=',10.59,%
CHEMBL3458161,CC(CC(=O)N1CCCN(Cc2nccn2C)CC1)n1cccc1,Percent Effect,'=',5.457,%
CHEMBL3437769,COc1ccc(Cl)cc1NCc1nc2[nH]c(C)c(C)c(=O)n2n1,Percent Effect,'=',15.93,%
CHEMBL3475444,Cc1cc(C)n(CCC(=O)N2CCCCC2c2nccs2)n1,Percent Effect,'=',-17.1,%
CHEMBL3439067,CC(C)C1SCC(=O)Nc2c1cnn2-c1ccc(F)cc1,Percent Effect,'=',-2.718,%
CHEMBL3443569,COc1ccc(-c2c(C(C)C)nn3c(=N)c(C#N)n[nH]c23)cc1,Percent Effect,'=',2.00E-14,%
CHEMBL3476866,Cc1ccccc1SC1CCN(C(=O)CCCS(N)(=O)=O)CC1,Percent Effect,'=',-5.323,%
CHEMBL3468021,O=C(CCC1CCCO1)NCCCC(=O)Nc1ccc(Cl)cc1,Percent Effect,'=',104.16,%
CHEMBL3446216,Cc1cccc(NC(=O)CN2C(=O)CC(C)(C)c3ccccc32)n1,Percent Effect,'=',-2.777,%
CHEMBL3445227,Cc1nn(CC(=O)O)c2nccc(-c3ccc(F)cc3)c12,Percent Effect,'=',7.159,%
CHEMBL3438766,NC(=O)c1c(SCCN2CCCCC2)sc2c(O)cc(=O)[nH]c12,Percent Effect,'=',17.73,%
CHEMBL3440056,O=C(NCC(O)c1ccoc1)Nc1cccs1,Percent Effect,'=',-2.611,%
CHEMBL3443226,Cc1nc(-c2ccc(Cl)cc2)n(CC(=O)NC(C)C)c(=O)c1CCO,Percent Effect,'=',47.89,%
CHEMBL3439290,O=c1n(Cc2ccc(C(F)(F)F)cc2)nc2ncccn12,Percent Effect,'=',10.94,%
CHEMBL3461821,c1ccc2nc(N3CCCC3c3nnc4n3CCCCC4)cnc2c1,Percent Effect,'=',-3.276,%
CHEMBL1511347,CCc1c(C)nc(SCc2ccccn2)[nH]c1=O,Percent Effect,'=',33.29,%
CHEMBL3440329,O=C(Cc1ccc(F)cc1)NCCNc1cc(N2CCCC2)cnn1,Percent Effect,'=',-12.33,%
CHEMBL3460766,COc1c(CNCc2cccnc2N2CCCCC2)c(C)nn1C,Percent Effect,'=',-23.51,%
CHEMBL3460736,N#Cc1ncn(CCC(=O)Nc2cccc(Cl)c2)n1,Percent Effect,'=',17.66,%
CHEMBL3792799,Nc1nccnc1C(=O)NN1C(=O)CSC1c1cccc([N+](=O)[O-])c1,Inhibition,'=',64.96,%
CHEMBL3442817,Cc1oncc1C(=O)N1CCC2(CCN(Cc3cccc(F)c3)C2=O)C1,Percent Effect,'=',-12.41,%
CHEMBL3794014,Cc1cnc(C(=O)NN2C(=O)CSC2c2ccccc2)cn1,Inhibition,'=',68.38,%
CHEMBL3794542,Cc1cnc(C(=O)NN2C(=O)CSC2c2ccc(Cl)cc2)cn1,Inhibition,'=',62.27,%
CHEMBL3793638,CCOc1cc([C@@H]2SCC(=O)N2NC(=O)c2cnc(C)cn2)ccc1O,Inhibition,'=',90.6,%
CHEMBL399043,C=C/C(C)=C/[C@@]1(C)SC(=O)C(C)=C1O,MIC90,'=',3.1,ug.mL-1
CHEMBL4290981,O=C(Nc1nc2ccc(C(F)(F)F)cc2s1)C1CCC2(CC1)CC2,MIC,'=',32,ug.mL-1
CHEMBL3792824,O=C(O)CN1C(=O)/C(=C/c2cc3ccccc3n3nnnc23)SC1=S,GI,'=',1.49,%
CHEMBL3793648,Cc1ccc2c(c1)cc(/C=C1\SC(=S)N(CCC(=O)O)C1=O)c1nnnn12,GI,'=',44.69,%
CHEMBL3794504,O=C1NC(=S)S/C1=C\c1cc2ccccc2n2nnnc12,GI,'=',71.03,%
CHEMBL3798171,Cc1cc(CN2CCN(C3C4CC5CC(C4)CC3C5)CC2)c(C)n1-c1ccc(Cl)cc1,MIC,'=',3.3,ug.mL-1
CHEMBL3799981,Cc1cc(CNCc2ccccc2)c(C)n1-c1ccc(Cl)cc1,MIC,'=',0.5,ug.mL-1
CHEMBL3797807,Cc1cc(CNC2CCCCC2)c(C)n1-c1ccc(Cl)cc1,MIC,'=',0.2,ug.mL-1
CHEMBL3798739,Cc1c(CNCc2ccccc2)cc(-c2ccc(Cl)cc2)n1-c1ccc(Cl)cc1,MIC,,,
CHEMBL3798877,Cc1c(CN2CCN(c3ccccc3)CC2)c(CN2CCN(c3ccccc3)CC2)c(C)n1-c1ccc(Cl)cc1,MIC,'=',62,ug.mL-1
CHEMBL3800519,Cc1cc(CN2CCN(C3C[C@@H]4CC[C@H]3C4)CC2)c(C)n1-c1ccc(Cl)cc1,MIC,'=',3.9,ug.mL-1
CHEMBL3798001,Cc1c(CN2CCN(C3CC4CCC3C4)CC2)cc(-c2ccc(Cl)cc2)n1-c1ccc(Cl)cc1,MIC,,,
CHEMBL3797686,Cc1ccc(CNCc2cc(C)n(-c3ccc(Cl)cc3)c2C)cc1,MIC,'=',3.9,ug.mL-1
CHEMBL3797219,Cc1c(CNC2CCCCC2)cc(-c2ccc(Cl)cc2)n1-c1ccc(Cl)cc1,MIC,,,
CHEMBL3798799,Cc1c(CN2CCN(C3C4CC5CC(C4)CC3C5)CC2)cc(-c2ccc(Cl)cc2)n1-c1ccc(Cl)cc1,MIC,'=',125,ug.mL-1
CHEMBL3799837,Cc1c(CN2CCN(C34CC5CC(CC(C5)C3)C4)CC2)cc(-c2ccc(Cl)cc2)n1-c1ccc(Cl)cc1,MIC,'=',62,ug.mL-1
CHEMBL3805665,O=c1c2ccccc2nc(/C=C/c2ccc(OCc3ccccc3)cc2)n1-c1ccccc1,MIC99,'=',12.5,ug ml-1
CHEMBL3805351,COc1ccc(-n2c(/C=C/c3cccs3)nc3ccccc3c2=O)cc1,MIC99,'=',1.56,ug ml-1
CHEMBL3805000,O=c1c2ccccc2nc(/C=C/c2ccccc2)n1-c1ccc(Cl)cc1,MIC99,'=',12.5,ug ml-1
CHEMBL3804860,O=c1c2ccccc2nc(/C=C/c2ccccc2)n1-c1ccc(F)cc1,MIC99,'=',25,ug ml-1
CHEMBL3805234,O=c1c2ccccc2nc(/C=C/c2ccc(Cl)cc2)n1-c1ccc(F)cc1,MIC99,'=',12.5,ug ml-1
CHEMBL3805810,COc1cc(/C=C/c2nc3ccccc3c(=O)n2-c2ccc(SC)cc2)cc(OC)c1OC,MIC99,'>',25,ug ml-1
CHEMBL3470839,CC(=O)N1CCc2[nH]nc(C(=O)N3CC=CC3)c2C1,Percent Effect,'=',4.821,%
CHEMBL3502373,Cc1nnc(N2CC[C@H]3C[C@H](C(=O)N4CCOCC4)O[C@H]3C2)s1.O=C(O)C(F)(F)F,Percent Effect,'=',5.897,%
CHEMBL3481802,O=C1NC[C@@]2(C(=O)O)CN(Cc3ccc(Oc4ccccc4)cc3)C[C@@H]12,Percent Effect,'=',21.84,%
CHEMBL3467929,Cc1nccn1Cc1cccc(CNC(=O)c2ccn(C)c(=O)c2)c1,Percent Effect,'=',-21.74,%
CHEMBL3476232,O=C(NCC1CCCO1)c1ccc(S(=O)(=O)NCCc2cn[nH]c2)cc1,Percent Effect,'=',11.46,%
CHEMBL3478926,Cc1noc(-c2ccnc(Oc3cccc(CN4CCCC4)c3F)c2)n1,Percent Effect,'=',15.61,%
CHEMBL3497810,Cl.NCC(=O)N1CCCC1c1n[nH]cc1-c1ccccc1F,Percent Effect,'=',-8.12,%
CHEMBL3448677,Cc1cc(C)nc(N2CCOC(C)(C(=O)N(C)C)C2)n1,Percent Effect,'=',-2.226,%
CHEMBL3448465,CCc1nnc(Nc2cc(C)nc(C3CCN(c4cnccn4)C3)n2)s1,Percent Effect,'=',-9.278,%
CHEMBL3448494,CNc1cc(C)nc(C2CCN(CCO)CC2)n1,Percent Effect,'=',5.734,%
CHEMBL3448637,O=C(c1ccc(-n2cccn2)nc1)N1CCC(c2ccn[nH]2)C1,Percent Effect,'=',0.926,%
CHEMBL3448644,Cc1ccc(Nc2nccc(C3CCN(C(=O)CO)C3)n2)nc1,Percent Effect,'=',-6.464,%
CHEMBL3448783,COc1ccc(CC(=O)NC(C)c2nc3cccnc3n2C(C)C)cc1,Percent Effect,'=',2.015,%
CHEMBL3448775,O=C(O)c1ccc(CN2CCC(c3ccnc4ccnn34)CC2)cc1,Percent Effect,'=',6.875,%
CHEMBL3448880,CNc1cc(C2CN(Cc3csc(C)n3)CCO2)nc(C)n1,Percent Effect,'=',-12.15,%
CHEMBL3438144,O=S1(=O)[C@@H](c2ccccc2)[C@H](CO)CN1C1CC1,Percent Effect,'=',7.581,%
CHEMBL3438196,O=C(Nc1ccccc1)N1C(CO)[C@]2(O)CC[C@H]1CC2,Percent Effect,'=',-13.03,%
CHEMBL3438234,CO[C@H]1CN(c2ccccc2)S(=O)(=O)[C@@]12CCN(Cc1ccccc1)C2,Percent Effect,'=',6.335,%
CHEMBL3438259,COCC(O)CN1CC(C)(C)CN(C(=O)CCc2ccccc2)CC1=O,Percent Effect,'=',-1.029,%
CHEMBL3438222,CCOC(=O)[C@@H]1[C@H]2CN(C(=O)OC)CCN2C[C@H]1c1ccccc1,Percent Effect,'=',19.93,%
CHEMBL3438018,Nc1c(N2CCCC2)ncnc1N1CCOCC1,Percent Effect,'=',-27.74,%
CHEMBL3437961,O=C(N[C@H]1CCCC[C@@H]1O)c1ccc2nc(-c3ccccc3)[nH]c2c1,Percent Effect,'=',-2.202,%
CHEMBL3503624,O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.c1cncc(N2CCCn3nnc(CN4CCCCC4)c3C2)c1,Percent Effect,'=',6.033,%
CHEMBL3470195,CC(=O)N1CCC(c2nc3ccc(C)cn3n2)CC1,Percent Effect,'=',-0.7817,%
CHEMBL3501118,O=C(O)C(F)(F)F.O=C1NCC[C@]12CN(CC1CCOCC1)C[C@H]2c1ccccc1,Percent Effect,'=',13.75,%
CHEMBL3470308,O=S(=O)(C1CC1)N1CCCn2nnc(Cn3cccc3)c2C1,Percent Effect,'=',9.681,%
CHEMBL3470545,O=C(CC1CC1)N1C[C@H]2CCN[C@H]2C1,Percent Effect,'=',-7.056,%
CHEMBL3503633,O=C(C[C@@H]1COC[C@H]2CN(C3CCCC3)C[C@@H]12)NCc1cccnc1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,Percent Effect,'=',-4.35,%
CHEMBL3496762,COc1ccc(F)cc1C(C)NC(=O)Cn1ccc(=O)n(C)c1=O,Percent Effect,'=',33.8,%
CHEMBL3494828,COc1cccc2cc(CNCc3ccnc(N4CCOCC4)c3)oc12,Percent Effect,'=',-7.276,%
CHEMBL3494801,COc1ccccc1C1(C(=O)NCCN2CCOCC2)CCOCC1,Percent Effect,'=',7.519,%
CHEMBL3436699,Cc1nc(CCNC(=O)NCc2ccc(N(C)C)nc2)cs1,Percent Effect,'=',9.313,%
CHEMBL3489798,CNC(=O)NCc1nn(-c2ccccc2)c2c1CCC2,Percent Effect,'=',-2.922,%
CHEMBL3490146,Cc1cc(C)n(-c2ccc(CNCc3ccc(F)cc3F)cn2)n1,Percent Effect,'=',-15.2,%
CHEMBL3490698,Cc1cnc(CN(C)C2CCN(CC(=O)Nc3nccs3)C2)o1,Percent Effect,'=',66.08,%
CHEMBL3495141,COc1cccc(CCNCc2c(C)nn(C)c2N(C)C)c1,Percent Effect,'=',8.423,%
CHEMBL3495109,CNc1cc(N2CCCC2CNCc2cnc(C)cn2)ncn1,Percent Effect,'=',-0.7098,%
CHEMBL3486473,COc1cc(C)sc1C(=O)N1CC(c2cccnc2)C1,Percent Effect,'=',-5.761,%
CHEMBL3501114,CN(C)C(=O)CN1CC[C@]2(CN(CC3CC3)C[C@H]2c2ccccc2)C1=O.O=C(O)C(F)(F)F,Percent Effect,'=',1.151,%
CHEMBL3500393,Cn1ccc(C(=O)NC2CCC23CCN(Cc2cnn(C)c2)CC3)c1.O=C(O)C(F)(F)F,Percent Effect,'=',0.7459,%
CHEMBL3500298,Cc1nc(CN2C(=O)COC3(CCN(C)CC3)C2C)cs1.O=C(O)C(F)(F)F,Percent Effect,'=',-6.14,%
CHEMBL3480945,CN(C)C(=O)N1C[C@@H]2CC[C@H](C1)N(C(=O)c1cccc(N(C)C)c1)C2,Percent Effect,'=',-44.86,%
CHEMBL3476568,CCN(CC)Cc1cc(C(=O)N2CC(C)(C)[C@@](C)(O)C2)c(C)o1,Percent Effect,'=',-18.05,%
CHEMBL3441584,Cc1ccc(CN2CCC3(CCCN(C(=O)N(C)C)C3)C2)cc1,Percent Effect,'=',-2.916,%
CHEMBL3440248,COc1ccc(C(=O)Nc2ccccc2-c2ccc(=O)n(C)n2)cc1,Percent Effect,'=',13.08,%
CHEMBL3471381,Cc1cc(CN2CC[C@H]3C[C@@H](C)O[C@@H]3C2)no1,Percent Effect,'=',-12.96,%
CHEMBL3469658,CCc1cc(NCC(O)CN2CCCCC2)n2ncnc2n1,Percent Effect,'=',11.12,%
CHEMBL3440353,CC(=O)NCCn1ccc(-c2ccccn2)n1,Percent Effect,'=',-24.69,%
CHEMBL3459785,C1CCC(CNC2CCCN(Cc3noc(C4CC4)n3)C2)C1,Percent Effect,'=',-12.06,%
CHEMBL3445481,Cc1cc2nc(CN(C)c3ccc(Cl)cc3)cc(=O)n2o1,Percent Effect,'=',4.725,%
CHEMBL3488672,Cn1cc(CCNC(=O)NCc2ccc3c(c2)OCCO3)cn1,Percent Effect,'=',-7.768,%
CHEMBL3487487,COc1cccc(S(=O)(=O)NC(=O)COC2CCCCC2)c1,Percent Effect,'=',-13.42,%
CHEMBL3488425,CCn1cc(NC(=O)C2CCN(CC(=O)NCC(C)C)CC2)cn1,Percent Effect,'=',-9.371,%
CHEMBL3447347,Cc1ccc2nc(C(=O)N(C)[C@@H]3CC[C@@H](N4CCCC4)[C@@H]3O)cn2c1,Percent Effect,'=',-12.36,%
CHEMBL3448248,CN(c1ccccc1)c1ccc(CC2CCCN(CCO)C2)nn1,Percent Effect,'=',11.32,%
CHEMBL3449461,COCC(=O)N1CCCC(c2noc3nc(C)cc(C(F)(F)F)c23)C1,Percent Effect,'=',-24.23,%
CHEMBL3480839,CC(C1CCN(C(=O)c2coc(CN3CCOCC3)c2)CC1)N(C)C,Percent Effect,'=',-41.61,%
CHEMBL3498379,Cl.Cl.O=C(N[C@@H]1CN[C@H]2CCCO[C@H]21)c1cccnc1,Percent Effect,'=',-32.33,%
CHEMBL3482467,CCc1n[nH]c(C(=O)N2CCN(c3ccc4ccccc4c3)CC2)c1C,Percent Effect,'=',12.46,%
CHEMBL3481287,CC1(C)Cc2nc(C(C)(C)C)ncc2C(NC(=O)C2(N)CC2)C1,Percent Effect,'=',-27.41,%
CHEMBL3474004,CCc1ccccc1CN1CCn2nc(CNC(C)=O)cc2C1,Percent Effect,'=',-5.386,%
CHEMBL3458650,CN(Cc1nccn1C)S(=O)(=O)N1CCCC1c1ccco1,Percent Effect,'=',-5.882,%
CHEMBL3484794,COc1cc(C)cc(C(C(=O)O)N(C)Cc2cnn(C)c2)c1OC,Percent Effect,'=',-18.97,%
CHEMBL3470526,COCC1COCCC12CCN(S(=O)(=O)c1ccccc1C)CC2,Percent Effect,'=',-7.547,%
CHEMBL3501430,CN(C)CCN1C(=O)CCC12CCCN(C(=O)c1ccncc1F)C2.O=C(O)C(F)(F)F,Percent Effect,'=',32.95,%
CHEMBL3470320,CCn1nc(C)cc1C(=O)N1C[C@@H]2C[C@@H](c3noc(C)n3)O[C@@H]2C1,Percent Effect,'=',11.09,%
CHEMBL3475681,O=C(CCN1C[C@H]2CC[C@@H]1CN(c1ncccn1)C2)NCc1ccco1,Percent Effect,'=',-2.991,%
CHEMBL3461425,Cc1cc(C)c(S(N)(=O)=O)cc1C(=O)NCC1Cc2ccccc2O1,Percent Effect,'=',-0.8163,%
CHEMBL3489251,CCn1c(C)nnc1CN(C)C1CCN(Cc2nnc(C3CC3)o2)C1,Percent Effect,'=',-5.082,%
CHEMBL3448877,O[C@H]1CN(Cc2cc3ccccc3o2)CC[C@@]12CCCO2,Percent Effect,'=',-1.964,%
CHEMBL3473052,FC(F)(F)CCc1ccnc(N[C@H]2CC[C@H](n3cnnc3)CC2)n1,Percent Effect,'=',-25.37,%
CHEMBL3501631,Cc1cnc(N2CC3(CCN(S(=O)(=O)C4CC4)C3)C2)nc1.O=C(O)C(F)(F)F,Percent Effect,'=',-9.858,%
CHEMBL3470697,COCC1CN(S(=O)(=O)c2ccccc2)Cc2ncnn2C1,Percent Effect,'=',-8.613,%
CHEMBL3471186,Cn1nnc2c1CCN(S(C)(=O)=O)C2COCc1ccccc1,Percent Effect,'=',-23.06,%
CHEMBL3482937,O=C(C1CCC1)N1CCC(C2CCN(Cc3ccc(Cl)cc3)C2)CC1,Percent Effect,'=',17.72,%
CHEMBL3471345,O=C(c1ccoc1)N1CCCn2nnc(COCC3CC3)c2C1,Percent Effect,'=',4.017,%
CHEMBL3471352,O=C(c1ccc[nH]1)N1CCCn2cnc(COCC3CC3)c2C1,Percent Effect,'=',16.85,%
CHEMBL3503998,COCC1CN(C(=O)Cc2ccccn2)Cc2c1cnn2CC1CC1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,Percent Effect,'=',-4.411,%
CHEMBL3444551,Cc1cccc(CN2CC3(CCNCC3)OCC2=O)n1,Percent Effect,'=',0.7406,%
CHEMBL3503978,O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.c1ccc(COC[C@H]2CC[C@H]3[C@H](CCN3Cc3cccs3)O2)nc1,Percent Effect,'=',-12.65,%
CHEMBL3471239,O=C(NC[C@]12COC[C@H]1CN(Cc1cccc(F)c1)C2)c1ccco1,Percent Effect,'=',19.32,%
CHEMBL3502049,Cn1nc(Cn2ccnc2)c2c1CN(C(=O)c1ccoc1)C2.O=C(O)C(F)(F)F,Percent Effect,'=',10.01,%
CHEMBL3504022,O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C1CCC2(CCCN(Cc3nccs3)C2)N1CC1CC1,Percent Effect,'=',-17.11,%
CHEMBL3471001,O=C(Nc1cccnc1)[C@H]1C[C@@H]2CN(S(=O)(=O)C3CC3)C[C@H]1O2,Percent Effect,'=',8.728,%
CHEMBL3471160,O=C(CC1CC1)N1CCC2(CC1)CN(c1ccsc1)C(=O)CO2,Percent Effect,'=',7.825,%
CHEMBL3471263,Cn1cc(N2CC3(CCN(C(=O)c4cccn4C)CC3)OCC2=O)cn1,Percent Effect,'=',-19.47,%
CHEMBL3471283,Cc1cc(C(=O)N2CCC[C@]3(C[C@@H](OCC4CC4)CO3)C2)no1,Percent Effect,'=',23.74,%
CHEMBL3471010,c1cncc(CN2CCCC3(COCCN(c4nccs4)C3)C2)c1,Percent Effect,'=',9.585,%
CHEMBL3471288,Cc1cccc(C(=O)N2CCn3cc(CN4CCCCC4)nc3C2)n1,Percent Effect,'=',-4.586,%
CHEMBL3471017,O=C(c1ccncc1)N1C[C@@H]2OCCN(CCN3CCCC3)[C@@H]2C1,Percent Effect,'=',24.27,%
CHEMBL3501970,CN(C)CCNC(=O)c1cc(-c2cnc(N3CCOCC3)nc2)cn1C.O=C(O)C(F)(F)F,Percent Effect,'=',-31.78,%
CHEMBL3503882,Cc1ncsc1CN1Cc2cn(C)nc2C(COCC2CC2)C1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,Percent Effect,'=',-28.23,%
CHEMBL3884582,Fc1ccc(C2=Nn3c(nnc3-c3ccc(Cl)cc3)SC2)cc1,MIC,'>',8,ug.mL-1
CHEMBL3885368,COc1ccc(-c2nnc3n2N=C(c2ccccc2)CS3)cc1,MIC,'>',8,ug.mL-1
CHEMBL3884831,Fc1ccc(C2=Nn3c(nnc3-c3ccncc3F)SC2)cc1,MIC,'>',8,ug.mL-1
CHEMBL3884537,c1ccc(C2=Nn3c(nnc3-c3ccccc3)SC2)cc1,MIC,'=',2,ug.mL-1
CHEMBL64,NNC(=O)c1ccncc1,MIC,'=',1,ug.mL-1
CHEMBL3884671,O=[N+]([O-])c1ccc(C2=Nn3c(Cc4ccc5ccccc5c4)nnc3SC2)cc1,MIC,'=',9950,nM
CHEMBL3884790,O=[N+]([O-])c1ccc(C2=Nn3c(nnc3-c3ccncc3F)SC2)cc1,MIC,'=',2800,nM
CHEMBL3490934,CCc1n[nH]c(C2CN(C(=O)c3cc4c(s3)CCC4)CCO2)n1,Percent Effect,'=',-8.494,%
CHEMBL3464758,CC(C)(CCS(C)(=O)=O)CNC(=O)NC1CCCC1(C)C,Percent Effect,'=',11.62,%
CHEMBL3494313,CC(=O)N1CCCN(C(=O)NCc2cc[nH]n2)CC1,Percent Effect,'=',-3.008,%
CHEMBL3494415,CCc1ccc(S(=O)(=O)Nc2cc(C(=O)O)c(F)cc2F)s1,Percent Effect,'=',1.964,%
CHEMBL3495848,CCn1cnnc1CNC(=O)NC(C)c1cccs1,Percent Effect,'=',-3.904,%
CHEMBL3495773,CCC(O)CN1CCN(C(=O)c2cccn2Cc2ccccc2)CC1,Percent Effect,'=',-18.1,%
CHEMBL3495682,Cc1ccc(-c2nnc(CN3CCOC(Cn4cccn4)C3)o2)cc1,Percent Effect,'=',46.14,%
CHEMBL3495676,COc1cc(C(=O)Nc2c(C)noc2C)ccc1C,Percent Effect,'=',19.94,%
CHEMBL3494965,CCN(CC1CCOC1)C(=O)Nc1ccc(OC)nc1,Percent Effect,'=',-7.811,%
CHEMBL3487227,COc1ccc(-c2cc(C3CCCCCN3S(=O)(=O)N(C)C)on2)cc1,Percent Effect,'=',15.93,%
CHEMBL3487175,CNc1cccc(C2CCCN(C(=O)c3ccncc3)C2)n1,Percent Effect,'=',10.88,%
CHEMBL3487149,COc1ccc(-c2nccnc2C2CCN(C(C)=O)CC2)cc1,Percent Effect,'=',-0.4368,%
CHEMBL3487170,CC(=O)N1CCC(C(=O)N(C)[C@@H]2CCC[C@@H](N3CCCC3)[C@@H]2O)CC1,Percent Effect,'=',-13.5,%
CHEMBL3471752,Cc1nc(CN2C(=O)CC[C@@H]3[C@H]2CCN3C(=O)NC2CC2)cs1,Percent Effect,'=',-23.26,%
CHEMBL1387714,Cc1ccc(SCC2CNc3nc4ccccc4c(=O)n32)c(C)c1,Percent Effect,'=',0.7049,%
CHEMBL3500737,COc1ccc(CN2CCN(C(C)=O)CC3(CC(=O)N(C)C3)C2)cc1.O=C(O)C(F)(F)F,Percent Effect,'=',15.93,%
CHEMBL3496761,CCn1cc(NC(=O)NCc2ccc3c(c2)OCCO3)cn1,Percent Effect,'=',21.24,%
CHEMBL3494460,CN(Cc1cnn(C)c1)C(=O)NCc1csc(Br)c1,Percent Effect,'=',1.878,%
CHEMBL3493430,CCc1noc(CNC2CCCN(Cc3noc(C4CC4)n3)C2)n1,Percent Effect,'=',-21.39,%
CHEMBL3501664,Cc1cc(C(=O)N2CCc3ncc(CN4CCCC4)n3CC2)no1.O=C(O)C(F)(F)F,Percent Effect,'=',13.34,%
CHEMBL3490377,Cc1cc2n(n1)CC(CNCc1ccc(-n3ccnc3C)nc1)CN2,Percent Effect,'=',-5.216,%
CHEMBL3490476,CCc1nc(C2CCCN2CC(=O)N2CCCc3ccccc32)no1,Percent Effect,'=',-10.52,%
CHEMBL3491879,CSCC(=O)N1CCCCC1Cn1cc(C)cn1,Percent Effect,'=',-0.7823,%
CHEMBL3448119,CC(C)c1ccc(CN[C@@H]2COC[C@H]2c2ccc(F)cc2)cc1,Percent Effect,'=',32.8,%
CHEMBL3448234,CN(C)c1ccc(CC2CCN(c3cnccn3)CC2)nn1,Percent Effect,'=',19.24,%
CHEMBL3501337,O=C(O)C(F)(F)F.O=C(c1cscn1)N1CC[C@@H]2[C@@H]1CCN2CC1CCOC1,Percent Effect,'=',10.99,%
CHEMBL3470669,COC[C@@]12CCC[C@@H]1CN(C(=O)COc1ccccc1OC)C2,Percent Effect,'=',0.55,%
CHEMBL3498721,COc1ccc(C[C@H]2CNCC[C@@H]2OC)cc1.O=C(O)C(F)(F)F,Percent Effect,'=',-3.146,%
CHEMBL3438945,CC(=O)Nc1ccc(Oc2ccc3c(c2)OCO3)nc1,Percent Effect,'=',-3.058,%
CHEMBL3453659,CC(C)NC(=O)CNC(=O)c1csc(Cc2ccccc2F)n1,Percent Effect,'=',-1.27,%
CHEMBL3484726,CCOc1ccccc1C(C(=O)O)N(C)Cc1nc(C)c[nH]1,Percent Effect,'=',13.23,%
CHEMBL3474270,COCC(NC(=O)c1cn2ccsc2n1)c1ccnn1C,Percent Effect,'=',-39.9,%
CHEMBL3465500,CC(C)c1nsc(N2CCS(=O)(=O)CC2)n1,Percent Effect,'=',1.556,%
CHEMBL3465679,CN1CCN(c2ccccc2NC(=O)NCCc2ccc(O)cc2)CC1,Percent Effect,'=',-16.23,%
