Molecule ChEMBL ID,Smiles,Standard Type,MIC,Units
CHEMBL3099388,O=C(Cn1cc(-c2cc3ccccc3c3ccccc23)nn1)N1c2ccccc2Sc2ccc(C(F)(F)F)cc21,MIC,12.5,ug.mL-1
CHEMBL3099387,COc1ccc2cc(-c3cn(CC(=O)N4c5ccccc5Sc5ccc(C(F)(F)F)cc54)nn3)ccc2c1,MIC,25.0,ug.mL-1
CHEMBL3099386,CC(=O)c1ccc(C)cc1OCc1cn(CC(=O)N2c3ccccc3Sc3ccc(C(F)(F)F)cc32)nn1,MIC,25.0,ug.mL-1
CHEMBL3099385,O=C(Cn1cc(-c2ccc(-c3ccccc3)cc2)nn1)N1c2ccccc2Sc2ccc(C(F)(F)F)cc21,MIC,25.0,ug.mL-1
CHEMBL3099383,O=C(Cn1cc(-c2ccc(Cl)c(Cl)c2)nn1)N1c2ccccc2Sc2ccc(C(F)(F)F)cc21,MIC,25.0,ug.mL-1
CHEMBL517196,Cl.O=C1/C(=C/c2ccccc2)CN(C(=O)c2ccc(OCCN3CCCCC3)cc2)C/C1=C\c1ccccc1,MIC,6.25,ug.mL-1
CHEMBL5177830,COc1ccc(CCC2CCc3ccccc3N2C)cc1OC,MIC,6.25,ug.mL-1
CHEMBL564048,[C-]#[N+][C@]12C=CC(C)(C)c3[nH]c4cccc5c4c3[C@]1(O)[C@H](CC[C@]2(C)C=C)C5(C)C,MIC,4.5,ug.mL-1
CHEMBL271242,CCCCC/C=C/C=C/C(=O)NCC(C)C,MIC,50.0,ug.mL-1
CHEMBL5288073,CO/N=c1\[nH]cnc2c1[n+](C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)cn2C.[Cl-],MIC,3.13,ug.mL-1
CHEMBL5283248,C=C1CC[C@@]2(C#N)[C@H]3[C@H](CC[C@@H]2C)[C@@H](C)C[C@@H](CC(C)(C)NC(=O)CN2CCC2=O)[C@H]13,MIC,15.3,ug.mL-1
CHEMBL2205103,C=C[C@H]1C=C[C@H]2[C@@H]3C[C@H](C)CC[C@H]3[C@@H]3Oc4ccc(cc4)C[C@]4(O)NC(=O)[C@H](C(=O)[C@@H]1[C@H]23)C4N1C(=O)[C@H]2C(=O)[C@H]3[C@@H](C=C)C=C[C@H]4[C@@H]5C[C@H](C)CC[C@H]5[C@H](Oc5ccc(cc5)C[C@@H]2C1=O)[C@@H]43,MIC,3.12,ug.mL-1
CHEMBL5274658,CCCCCCCCC[C@@H]1C[C@@H]2CC[C@H]3[C@@H](C(=O)O[C@H](C)CCCCCCC[C@@H]4C[C@@H]5CC[C@@H]6C[C@H](C)NC(=N4)N65)[C@@H](C)N=C(N1)N23,MIC,3.18,ug.mL-1
CHEMBL5433781,COc1ccc(-c2ccn(-c3ccc(NC(=S)Nc4ccc(F)c(Cl)c4)cc3)n2)cc1OC,MIC,16.0,ug.mL-1
CHEMBL5398281,COc1ccc(-c2ccn(-c3ccc(NC(=O)Nc4ccccc4C)cc3)n2)cc1OC,MIC,16.0,ug.mL-1
CHEMBL3126358,CCCCOC(=O)Nc1cc2nc(C3CCCCC3)[nH]c2cc1N(C)C,MIC,0.13,ug.mL-1
CHEMBL5393954,COc1ccc(-c2ccn(-c3ccc(NC(=O)Nc4ccc(F)cc4F)cc3)n2)cc1OC,MIC,1.0,ug.mL-1
CHEMBL3126121,CCCN(CCC)c1cc2[nH]c(C3CCCCC3)nc2cc1NC(=O)c1ccccc1,MIC,100.0,ug.mL-1
CHEMBL3126137,COc1ccc(CC(=O)Nc2cc3nc(C4CCCCC4)[nH]c3cc2N(C)C)cc1,MIC,100.0,ug.mL-1
CHEMBL3126136,CCCOCC(=O)Nc1cc2nc(C3CCCCC3)[nH]c2cc1N(C)C,MIC,6.25,ug.mL-1
CHEMBL3126144,CCCCCC(=O)Nc1cc2nc(C3CCCCC3)[nH]c2cc1N(CC)CC,MIC,12.5,ug.mL-1
CHEMBL245426,COc1ccc(Cn2cnc3c(-c4ccco4)nc(-c4ccccc4)nc32)cc1,MIC,6.25,ug.mL-1
CHEMBL248489,C=Cc1nc(-c2ccco2)c2ncn(Cc3ccc(OC)cc3)c2n1,MIC,3.13,ug.mL-1
CHEMBL221548,CC1(C)CCC(=O)c2nccnc2-c2ccccc2C(=O)O1,MIC,50.0,ug.mL-1
CHEMBL186366,COc1cc(O)cc(/C=C/c2ccccc2)c1,MIC,26.0,ug.mL-1
CHEMBL467844,Cc1cc2c(cc1C)[n+]([O-])c(N1CCN(c3ccc([N+](=O)[O-])cc3)CC1)c(C#N)[n+]2[O-],MIC,0.2,ug.mL-1
CHEMBL3126092,COc1ccc(N2C[C@@H](COc3ccc(N4C[C@H](CNC(C)=O)OC4=O)cc3F)OC2=O)cc1,MIC,8.0,ug.mL-1
CHEMBL3126090,CC(=O)NC[C@H]1CN(c2ccc(OC[C@@H]3CN(c4ccccc4)C(=O)O3)c(F)c2)C(=O)O1,MIC,2.0,ug.mL-1
CHEMBL488254,COc1ccc(-n2cc(Cn3c(-c4cccc(F)c4)nc4ccccc43)nn2)cc1,MIC,6.25,ug.mL-1
CHEMBL513918,C=C1CC[C@@H]2[C@](C)(COC(C)=O)CCC[C@@]2(CO)[C@@H]1CCc1ccoc1,MIC,50.0,ug.mL-1
CHEMBL270871,COc1ccc(C(c2ccc(OCC(O)CN3CCCCC3)cc2)c2cccs2)cc1,MIC,12.5,ug.mL-1
CHEMBL270870,COc1ccc(C(c2ccc(OCC(O)CNC3CCCCC3)cc2)c2cccs2)cc1,MIC,12.5,ug.mL-1
CHEMBL272952,COc1ccc(C(c2ccc(OCC(O)CNCCCN3CCOCC3)cc2)c2cccs2)cc1,MIC,12.5,ug.mL-1
CHEMBL271236,CSc1ccc(C(c2ccc(OCCN3CCCCCC3)cc2)c2cccs2)cc1,MIC,3.12,ug.mL-1
CHEMBL271471,COc1cccc(C(c2ccc(OCCN3CCCCCC3)cc2)c2cccs2)c1,MIC,3.12,ug.mL-1
CHEMBL258093,CSc1ccc(C(c2ccc(O)cc2)c2cccs2)cc1,MIC,12.5,ug.mL-1
CHEMBL403104,COc1ccc(C(c2ccc(O)cc2)c2cccs2)cc1,MIC,3.12,ug.mL-1
CHEMBL558903,Cc1cccc(Cn2c(-c3ccc(-n4cncn4)cc3)nc3c(F)cc(F)cc32)c1,MIC,6.25,ug.mL-1
CHEMBL549901,Fc1ccc(Cn2c(-c3ccc(-n4cncn4)cc3)nc3c(F)cc(F)cc32)cc1,MIC,3.13,ug.mL-1
CHEMBL564441,Fc1cc(F)c2nc(-c3ccc(-n4cncn4)cc3)n(Cc3cccc(C(F)(F)F)c3)c2c1,MIC,6.25,ug.mL-1
CHEMBL467265,C[C@@H](NC(=O)OCc1ccccc1)C(=O)Oc1ccc(Cl)cc1C(=O)Nc1cccc(Cl)c1,MIC,6.25,ug.mL-1
CHEMBL1210862,CCN(CC)CCNc1nc(N2CCc3ccccc3C2)nc(N2CCc3ccccc3C2)n1,MIC,12.5,ug.mL-1
CHEMBL1208804,CCNC1CN(c2nc(N3CCCCC3)nc(N3CCOC(NCC)C3)n2)CCO1,MIC,12.5,ug.mL-1
CHEMBL579148,COC(=O)c1cc2c([nH]c3ccccc32)c(C2=C[C@@]3(O)CC/C=C\CCCCN4CC[C@@H]2[C@]2(C[C@@H]5/C=C\CCCCN5[C@H]23)C4)n1,MIC,64.0,ug.mL-1
CHEMBL1669614,O=C1CCCc2nc(-c3ccc(Br)s3)ccc21,MIC,6.25,ug.mL-1
CHEMBL1669616,Cc1ccc(-c2ccc3c(n2)CC(C)(C)CC3=O)cc1,MIC,6.25,ug.mL-1
CHEMBL1669620,CC1(C)CC(=O)c2ccc(-c3ccc(Br)s3)nc2C1,MIC,3.13,ug.mL-1
CHEMBL1669623,COc1ccc(-c2ccc3c(n2)CCC(CO)(CO)C3=O)cc1,MIC,25.0,ug.mL-1
CHEMBL1669624,O=C1c2ccc(-c3cccs3)nc2CCC1(CO)CO,MIC,25.0,ug.mL-1
CHEMBL579383,N/N=C1/CCCN2[C@@H](CC1)C[C@]13CN4CCCC/C=C\CC[C@](O)(C=C(c5nccc6c5[nH]c5c(O)cccc56)[C@@H]1CC4)[C@H]23,MIC,1.9,ug.mL-1
CHEMBL1210934,CC(C)(C)Nc1nc(NC(C)(C)C)nc(N2CCCc3ccccc32)n1,MIC,12.5,ug.mL-1
CHEMBL506512,CC[C@@H](C)[C@@H]1NC(=O)[C@@H](Cc2ccccc2)OC(=O)CN(C)C(=O)[C@H]([C@H](C)CC)NC(=O)[C@@H](Cc2ccccc2)OC(=O)CN(C)C1=O,MIC,6.0,ug.mL-1
CHEMBL444758,CCCCC[C@H](CCCCCCCCCC(=O)O)O[C@@H]1O[C@H](C)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O[C@@H]2O[C@H](C)[C@@H](OC(=O)C(C)C(C)O)[C@H](O)[C@H]2O)[C@@H](O)[C@H]1OC(=O)C(C)CC,MIC,25.0,ug.mL-1
CHEMBL199171,COc1ccc(COc2ccc(C(=O)C3CC3)cc2)cc1OC,MIC,25.0,ug.mL-1
CHEMBL198500,O=C(c1ccc(OCc2ccc(F)cc2)cc1)C1CC1,MIC,12.5,ug.mL-1
CHEMBL383175,OC(c1ccc(OCc2cccnc2)cc1)C1CC1,MIC,25.0,ug.mL-1
CHEMBL196269,Fc1ccc(COc2ccc(C(OCC3CC3)C3CC3)cc2)cc1,MIC,3.12,ug.mL-1
CHEMBL503416,CNc1ccccc1C(=O)O[C@@H]1[C@@H](C)[C@]2(O)[C@@H]3C=C(C)C(=O)[C@H]3CC(CC=O)=C[C@H]2[C@@H]2C(C)(C)[C@]12OC(C)=O,MIC,25.0,ug.mL-1
CHEMBL593285,C/C(=C\COC=O)CCCC(C)CCCC(C)CCCC(C)C,MIC,500.0,ug.mL-1
CHEMBL390773,C/C(=C\CO)CCCC(C)CCCC(C)CCCC(C)C,MIC,100.0,ug.mL-1
CHEMBL69018,C=C[C@@H](O)C#CC#C[C@@H](O)/C=C\CCCCCCC,MIC,6.2,ug.mL-1
CHEMBL1314537,CC(=O)C1=C(O)C2(C)C(=CC1=O)Oc1c(C(C)=O)c(O)c(C)c(O)c12,MIC,12.5,ug.mL-1
CHEMBL4218218,Fc1cc2nc(Cn3ccnc3)[nH]c2cc1Cl,MIC,12.5,ug.mL-1
CHEMBL4207757,CCCc1cc(=O)oc2c1c(OC)cc1[nH]c(C(=O)OCC)[n+]([O-])c12,MIC,50.0,ug.mL-1
CHEMBL4212109,CCCc1cc(=O)oc2c1c(OC)cc1[nH]c(C(=O)N(C)C)[n+]([O-])c12,MIC,50.0,ug.mL-1
CHEMBL316369,CC(=O)NC[C@H]1CN(c2ccc([S+](C)[O-])cc2)C(=O)O1,MIC,0.3,ug.mL-1
CHEMBL271472,COc1ccc(C(c2ccc(OCCN(C)C)cc2)c2cccs2)cc1,MIC,12.5,ug.mL-1
CHEMBL271458,COc1cccc(C(c2ccc(OCCN(C)C)cc2)c2cccs2)c1,MIC,12.5,ug.mL-1
CHEMBL240635,C=CCn1ncc2c(SCc3ccncc3)ncnc21,MIC,125.0,ug.mL-1
CHEMBL246132,c1ccc(Cn2ncc3c(SCc4ccncc4)ncnc32)cc1,MIC,32.0,ug.mL-1
CHEMBL247781,N#CCSc1ncnc2c1cnn2Cc1ccccc1,MIC,32.0,ug.mL-1
CHEMBL392390,C#CCn1ncc2c(SCc3ccccc3)ncnc21,MIC,32.0,ug.mL-1
CHEMBL428401,C#CCn1ncc2c(SCC=C)ncnc21,MIC,32.0,ug.mL-1
CHEMBL247582,C=CCSc1ncnc2c1cnn2CC#N,MIC,16.0,ug.mL-1
CHEMBL393686,C=CCCn1ncc2c(SCC=C)ncnc21,MIC,63.0,ug.mL-1
CHEMBL508973,Cc1ccccc1/C=C1\CCC[C@@]2(C1=O)[C@@H](c1ccccc1C)[C@H](c1ccccc1)N[C@@]21C(=O)c2cccc3cccc1c23,MIC,1.78,ug.mL-1
CHEMBL509308,O=C1c2cccc3cccc(c23)[C@]12N1CSC[C@H]1[C@H](c1ccc(Cl)cc1Cl)[C@]21CCC/C(=C\c2ccc(Cl)cc2Cl)C1=O,MIC,0.4,ug.mL-1
CHEMBL454008,CCCCCCCCNC(=O)CS(=O)(=O)[C@@H]1O[C@H](COC(C)=O)[C@@H](O[C@@H]2O[C@H](COC(C)=O)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,MIC,12.5,ug.mL-1
CHEMBL510889,CC(=O)OC[C@H]1O[C@@H](O[C@H]2[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H](S(=O)(=O)CC(N)=O)O[C@@H]2COC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,MIC,3.125,ug.mL-1
CHEMBL517836,CC(=O)OC[C@H]1O[C@@H](SCC(=O)NCc2ccccc2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,MIC,6.25,ug.mL-1
CHEMBL5280245,Cc1cc(SCC(=O)Nc2cc(C(F)(F)F)ccc2Cl)nc(N)n1,MIC,25.0,ug.mL-1
CHEMBL5288991,CCCC[C@H](CC(=O)N1N=CCC[C@H]1C(=O)N[C@H]1COC(=O)[C@@H]2CCCNN2C(=O)[C@H](C)NC(=O)[C@@H](CC(C)C)NC1=O)C(=O)O,MIC,20.0,ug.mL-1
CHEMBL510960,CCCCCCCCCCNC[C@H]1O[C@H](O[C@H]2O[C@H](CNCCCCCCCCCC)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,MIC,1.3,ug.mL-1
CHEMBL38150,c1ccc(-c2ccc(CNc3ccc(CN4CCSCC4)cc3)cc2)cc1,MIC,0.5,ug.mL-1
CHEMBL448012,CCCCCCCCCCCCNC(=O)CS(=O)(=O)[C@@H]1O[C@H](COC(C)=O)[C@@H](O[C@@H]2O[C@H](COC(C)=O)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,MIC,12.5,ug.mL-1
CHEMBL506655,CCCCCCCCCCCCNC(=O)CS(=O)(=O)[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,MIC,12.5,ug.mL-1
CHEMBL508901,CCCCCCCCCCCCNC(=O)CS[C@@H]1O[C@H](COC(C)=O)[C@@H](O[C@@H]2O[C@H](COC(C)=O)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,MIC,12.5,ug.mL-1
CHEMBL479407,CCCCCCCCCCCCNC(=O)CS[C@@H]1OC[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,MIC,3.125,ug.mL-1
CHEMBL482299,CCCCCCCCCCCCNC(=O)CS[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,MIC,12.5,ug.mL-1
CHEMBL481967,CCCCCCCCNC(=O)CS[C@@H]1OC[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,MIC,12.5,ug.mL-1
CHEMBL481966,CCCCCCCCNC(=O)CS[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,MIC,12.5,ug.mL-1
CHEMBL481960,CC(=O)O[C@H]1[C@H](OC(C)=O)[C@H](SCC(N)=O)OC[C@H]1OC(C)=O,MIC,12.5,ug.mL-1
CHEMBL482135,CC(=O)O[C@@H]1[C@H](OC(C)=O)[C@H](OC(C)=O)CO[C@H]1SCC(N)=O,MIC,12.5,ug.mL-1
CHEMBL50331,Nc1nc(N)c2cc(S(=O)(=O)Nc3ccc(Cl)c(Cl)c3)ccc2n1,MIC,25.0,ug.mL-1
CHEMBL78969,N#Cc1ccc(SCC2NC(CO)C(O)C2O)cc1,MIC,128.0,ug.mL-1
CHEMBL5435673,O=C(N/N=C1\C(=O)N(Cc2ccccc2)c2ccccc21)c1cnc2cc(Cl)ccc2c1O,MIC,0.06,ug.mL-1
CHEMBL5414203,CCOC(=O)Cc1csc(N2C(=O)CSC2c2ccc(OC)cc2)n1,MIC,0.12,ug.mL-1
CHEMBL5426071,CC(C)(C)OC(=O)N1CCN(c2ccc(N3C[C@H](CNC(=O)c4ccc([N+](=O)[O-])o4)OC3=O)cc2F)CC1,MIC,2.34,ug.mL-1
CHEMBL487516,CCc1ccc(-c2cc(CN3CCSCC3)c(C)n2-c2ccc(Cl)cc2)cc1,MIC,0.25,ug.mL-1
CHEMBL520225,CCc1ccc(-c2cc(CN3CCSCC3)c(C)n2-c2ccc(F)cc2)cc1,MIC,1.0,ug.mL-1
CHEMBL268773,O[C@@H]1[C@@H](OC[C@H]2O[C@H](CN(CC3CCCCC3)CC3CCCCC3)[C@@H](O)[C@@H]2O)O[C@H](CN(CC2CCCCC2)CC2CCCCC2)[C@H]1O,MIC,8.0,ug.mL-1
CHEMBL224334,CC/C=C/C/C=C/C/C=C/CCCCCCCC(=O)OC(COC(=O)CCCCCCC)CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,MIC,64.0,ug.mL-1
CHEMBL234759,C/N=c1\ncn(C)c2ncn(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)c12,MIC,3.13,ug.mL-1
CHEMBL3742376,C[C@]1(COc2ccc(S(=O)(=O)N3CCCCC3)cc2)Cn2cc([N+](=O)[O-])nc2O1,MIC,3.34,ug.mL-1
CHEMBL3742261,C[C@]1(COc2ccc(N3CCN(S(=O)(=O)c4ccc(F)cc4)CC3)cc2)Cn2cc([N+](=O)[O-])nc2O1,MIC,8.0,ug.mL-1
CHEMBL2206811,O=C1/C(=C/c2ccc3oc4ccccc4c3c2)COc2ccc3[nH]c4ccccc4c3c21,MIC,25.0,ug.mL-1
CHEMBL2206808,O=C1/C(=C/c2ccc3oc4ccccc4c3c2)COc2ccc3ccccc3c21,MIC,25.0,ug.mL-1
CHEMBL474513,O=C1/C(=C/c2ccc(OCc3ccccc3)cc2)CCC/C1=C\c1ccc(OCc2ccccc2)cc1,MIC,12.5,ug.mL-1
CHEMBL387599,COc1cc(/C=C2\CCC/C(=C\c3cc(OC)c(OC)c(OC)c3)C2=O)cc(OC)c1OC,MIC,12.5,ug.mL-1
CHEMBL452176,O=C1CCCCC1C(O)c1ccc([N+](=O)[O-])cc1,MIC,12.5,ug.mL-1
CHEMBL214130,C=CCc1ccc(Oc2c3c(nc4ccccc24)CCCC3)c(OC)c1,MIC,12.5,ug.mL-1
CHEMBL212078,Clc1ccc(Oc2c3c(nc4ccccc24)CCCC3)cc1,MIC,12.5,ug.mL-1
CHEMBL32823,c1ccc2c(NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,MIC,12.5,ug.mL-1
CHEMBL214721,COc1ccc(Nc2c3c(nc4ccccc24)CCCC3)cc1,MIC,12.5,ug.mL-1
CHEMBL179732,c1ccc2c(NCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,MIC,25.0,ug.mL-1
CHEMBL437143,Clc1cccc(CCNc2c3c(nc4ccccc24)CCCC3)c1,MIC,25.0,ug.mL-1
CHEMBL430622,c1cc(C2N=NN=N2)ccn1,MIC,210.0,ug.mL-1
CHEMBL1783342,CC(C)CCO[C@H]1O[C@H](COC(=O)C(C)(C)C)C(=O)[C@@H]2O[C@H]12,MIC,12.5,ug.mL-1
CHEMBL1783330,CC(C)CO[C@@H]1C=C([C@H](O)c2ccc(C#N)cc2)C(=O)[C@@H](COC(=O)C(C)(C)C)O1,MIC,6.25,ug.mL-1
CHEMBL1783316,CC(C)(C)O[C@@H]1C=CC(=O)[C@@H](COC(=O)C(C)(C)C)O1,MIC,6.25,ug.mL-1
CHEMBL1783320,CCCCCCCCCCO[C@@H]1C=CC(=O)[C@@H](COC(=O)C(C)(C)C)O1,MIC,12.5,ug.mL-1
CHEMBL247757,c1cncc(CSc2ncnc3[nH]ncc23)c1,MIC,250.0,ug.mL-1
CHEMBL247167,C=CCCSc1ncnc2[nH]ncc12,MIC,125.0,ug.mL-1
CHEMBL2397460,Cc1ccc(CNC(=O)c2cnc(Cl)cn2)cc1,MIC,25.0,ug.mL-1
CHEMBL2425274,Cc1cccc(Oc2nc(-c3ccc(NC(=O)Nc4ccc(Cl)cc4)cc3)nc3ccccc23)c1,MIC,100.0,ug.mL-1
CHEMBL2425273,Cc1cccc(Oc2nc(-c3ccc(NC(=O)Nc4ccccc4)cc3)nc3ccccc23)c1,MIC,250.0,ug.mL-1
CHEMBL3427211,O=C(On1c(-c2cccc(F)c2)nc2ccccc2c1=O)c1cccc(F)c1,MIC,2.5,ug.mL-1
CHEMBL1797372,O=CC1=C(Cl)c2ccccc2C1c1ccccc1,MIC,250.0,ug.mL-1
CHEMBL2431662,CC1=C[C@@]2(C)C(=C(C)[C@H]3[C@H]4C[C@@H](C)C[C@@H](C)[C@@H]4[C@@H]4Oc5ccc(cc5)C[C@@H]5C(=O)N(C)C(=O)[C@H]5C(=O)[C@H]2[C@H]43)[C@H]1C,MIC,100.0,ug.mL-1
CHEMBL2430621,N#Cc1c(NC(=O)c2ccc([N+](=O)[O-])o2)[n+]([O-])c2cc(F)c(F)cc2[n+]1[O-],MIC,22.16,ug.mL-1
CHEMBL2430613,N#Cc1c(NC(=O)c2cccs2)[n+]([O-])c2ccc(C(F)(F)F)cc2[n+]1[O-],MIC,9.18,ug.mL-1
CHEMBL2430611,N#Cc1c(NC(=O)c2cccs2)[n+]([O-])c2ccc(F)cc2[n+]1[O-],MIC,1.47,ug.mL-1
CHEMBL2430634,N#Cc1c(NC(=O)c2ccco2)[n+]([O-])c2ccccc2[n+]1[O-],MIC,0.977,ug.mL-1
CHEMBL3323559,CCCc1cn(CCN2Cc3c4c(O)c5c(O)c(C)c6c(c5c3O)C(=O)[C@@](C)(O/C=C/[C@H](OC)[C@@H](C)[C@@H](OC(C)=O)[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/C=C(/C)C2=N4)O6)nn1,MIC,1.0,ug.mL-1
CHEMBL3310383,Cn1cc([N+](=O)[O-])cc1C(=O)NNC(=O)Nc1ccc(Br)cc1,MIC,7.8,ug.mL-1
CHEMBL3310381,COc1ccc(NC(=O)NNC(=O)c2cc([N+](=O)[O-])cn2C)cc1,MIC,26.1,ug.mL-1
CHEMBL3759335,CCCSc1nnc(COc2ccccc2C2=NOC(c3ccc(Cl)cc3Cl)C2)n1NC(C)=O,MIC,12.5,ug.mL-1
CHEMBL3794067,COc1ccc([C@H]2SCC(=O)N2NC(=O)c2nccnc2N)cc1OC,MIC,29.23,ug.mL-1
CHEMBL3794212,Cc1cnc(C(=O)NN2C(=O)CS[C@@H]2c2cccc([N+](=O)[O-])c2)cn1,MIC,18.52,ug.mL-1
CHEMBL3758996,CCSc1nnc(COc2ccccc2C2=NOC(c3ccc(Cl)cc3Cl)C2)n1NC(C)=O,MIC,0.1,ug.mL-1
CHEMBL3804884,CC(=O)Nc1nc(N[C@H](C(=O)OC(C)(C)C)C(C)C)c2nc[nH]c2n1,MIC,12.5,ug.mL-1
CHEMBL5631937,O=C(Nc1cnccn1)c1ccc(Cl)nc1,MIC,100.0,ug.mL-1
CHEMBL5634004,O=C(Nc1cncc(Cl)n1)c1cccnc1,MIC,100.0,ug.mL-1
CHEMBL5633943,O=C(Nc1ccc(C(=O)O)c(O)c1)c1ccncc1,MIC,3.13,ug.mL-1
CHEMBL1834089,Nc1cnccn1,MIC,500.0,ug.mL-1
CHEMBL1329098,O=C(Nc1cnccn1)c1ccncc1,MIC,500.0,ug.mL-1
CHEMBL5631900,O=C(Nc1cnccn1)c1ccc2ccccc2n1,MIC,125.0,ug.mL-1
CHEMBL191632,Nc1cncc(Cl)n1,MIC,500.0,ug.mL-1
CHEMBL5633271,O=C(Nc1cncc(Cl)n1)c1ccc(Cl)nc1,MIC,500.0,ug.mL-1
CHEMBL5631530,O=C(Nc1cncc(Cl)n1)c1ccc2ccccc2n1,MIC,125.0,ug.mL-1
CHEMBL5633983,O=C(Nc1ccc(C(=O)O)c(O)c1)c1ccc(Cl)nc1,MIC,125.0,ug.mL-1
CHEMBL5632027,Cc1cc(C(=O)Nc2ccc(C(=O)O)c(O)c2)cc(O)n1,MIC,500.0,ug.mL-1
CHEMBL5632552,O=C(O)c1cc(=O)c2cc(F)c(N3CCNCC3)cc2n1C1CC1,MIC,0.25,ug.mL-1
CHEMBL472887,COc1ccc(/C=C2\CCC/C(=C\c3ccc(OC)c(OC)c3)C2=O)cc1OC,MIC,12.5,ug.mL-1
CHEMBL519039,OC1/C(=C/c2ccc(Br)cc2)CCC/C1=C\c1ccc(Br)cc1,MIC,12.5,ug.mL-1
CHEMBL456629,O=C(CNC(=O)OCc1ccccc1)Oc1ccc(Cl)cc1C(=O)Nc1ccc(C(F)(F)F)cc1,MIC,6.25,ug.mL-1
CHEMBL5646378,COc1cccc(-n2c(C)cc(/C=C3\S/C(=N/c4nc(C)c(C)s4)NC3=O)c2C)c1,MIC,2.0,ug.mL-1
CHEMBL5647236,COc1ccccc1-n1c(C)cc(/C=C2\S/C(=N/c3nc(C)c(C)s3)NC2=O)c1C,MIC,64.0,ug.mL-1
CHEMBL582886,COc1ccc(/C=C/c2nc3cc(Br)ccc3[nH]2)cc1OC,MIC,75.0,ug.mL-1
CHEMBL2018697,CC1=C/C(=N\NC(=O)c2ccncc2)c2c(O)cccc2C1=O,MIC,8.0,ug.mL-1
CHEMBL3338556,CS(=O)(=O)N1CCN(c2noc3cc(Cl)ccc23)CC1,MIC,50.0,ug.mL-1
CHEMBL212333,COc1cc(C2=NN(C(=O)c3ccc([N+](=O)[O-])cc3)C3CCCC23)c(C)cc1OCC(=O)O,MIC,6.25,ug.mL-1
CHEMBL224333,CC/C=C/C/C=C/C/C=C/CCCCCCCC(=O)OCC(CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)OC(=O)CCCCCCC/C=C/C/C=C/C/C=C/CC,MIC,128.0,ug.mL-1
CHEMBL390840,CCCCC/C=C/C/C=C/CCCCCCCC(=O)OC(COC(=O)CCCCCCCCC)CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,MIC,128.0,ug.mL-1
CHEMBL572652,CCOC(=O)Cc1csc(N/N=C2\CC(c3ccccc3)N(C)C(c3ccccc3)C2C)n1,MIC,16.0,ug.mL-1
CHEMBL574293,CCOC(=O)Cc1csc(N/N=C2\CC(c3ccc(C)cc3)NC(c3ccc(C)cc3)C2C)n1,MIC,256.0,ug.mL-1
CHEMBL3323554,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(CNC5CCN(Cc6ccccc6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,MIC,0.005,ug.mL-1
CHEMBL131854,O=C([C@@H](O)CO)N1CC=C(c2c(F)cc(N3C[C@H](COc4ccon4)OC3=O)cc2F)CC1,MIC,1.0,ug.mL-1
CHEMBL1651198,CCN(CC)c1cc2[nH]c(C3CCCCC3)nc2cc1NC(=O)c1ccc(OC)cc1,MIC,3.1,ug.mL-1
